;0.0015,0.0027,0.0026,0.0012,0.1228,0.0013,0.0013,0.0035,0.0012,0.0014,0.0025,0.0059,0.0028,0.0013,0.0050,0.0014,0.0055,0.0026
殡葬;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0072,0.0035,0.0016,0.0026
乡下人;0.0015,0.0013,0.0026,0.0012,0.0046,0.0026,0.0013,0.0075,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0032,0.0013
菲律宾人;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0044
一代;0.0015,0.0971,0.0157,0.0041,0.0046,0.0034,0.0082,0.0028,0.0051,0.0122,0.0142,0.0030,0.0028,0.0166,0.0023,0.0150,0.0032,0.0044
万三;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0061,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0032,0.0013
话语;0.0015,0.0027,0.0026,0.0012,0.0272,0.0013,0.0026,0.0014,0.0012,0.0035,0.0025,0.0030,0.0014,0.0013,0.0024,0.0028,0.0016,0.0038
语言;0.0115,0.0027,0.0157,0.0036,0.0272,0.0013,0.0026,0.0014,0.0024,0.0035,0.0012,0.0030,0.0028,0.0032,0.0023,0.0236,0.0032,0.0118
英超;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0122,0.0023,0.0014,0.0016,0.0013
巨蟒;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0090,0.0032,0.0193,0.0014,0.0032,0.0044
海关;0.0015,0.0013,0.0026,0.0036,0.0046,0.0034,0.0013,0.0028,0.0012,0.0014,0.0025,0.0030,0.0119,0.0013,0.0023,0.0028,0.0071,0.0118
丈母;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
巴舒亚伊;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0042,0.0023,0.0014,0.0016,0.0013
白人;0.0028,0.0013,0.0026,0.0024,0.0046,0.0026,0.0013,0.0014,0.0012,0.0028,0.0032,0.0030,0.0028,0.0026,0.0023,0.0014,0.0039,0.0188
一笑置之;0.0015,0.0013,0.0026,0.0012,0.0136,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
撤出;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0164,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0044
徐晨;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
司马光;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0061,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
嗨;0.0065,0.0084,0.0026,0.0266,0.0182,0.0093,0.0044,0.0075,0.0063,0.0047,0.0025,0.0030,0.0090,0.0122,0.0050,0.0089,0.0254,0.0044
百事;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0044,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
卫生巾;0.0028,0.0013,0.0026,0.0012,0.0046,0.0026,0.0013,0.0028,0.0012,0.0047,0.0012,0.0120,0.0014,0.0013,0.0024,0.0014,0.0032,0.0026
嗓;0.0015,0.0013,0.0026,0.0163,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
嗖;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
驱逐;0.0015,0.0013,0.0052,0.0024,0.0046,0.0013,0.0026,0.0014,0.0012,0.0061,0.0025,0.0030,0.0014,0.0042,0.0050,0.0014,0.0016,0.0095
抢道;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0076,0.0013,0.0023,0.0014,0.0016,0.0013
找钱;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
缓冲;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
嗝;0.0050,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
嗜;0.0015,0.0027,0.0026,0.0024,0.0046,0.0013,0.0026,0.0014,0.0051,0.0075,0.0025,0.0030,0.0043,0.0032,0.0148,0.0014,0.0032,0.0026
细嫩;0.0015,0.0013,0.0026,0.0012,0.0046,0.0069,0.0013,0.0047,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
扫雷;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0094,0.0014,0.0041,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
三毛;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
嗅;0.0015,0.0013,0.0105,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0089,0.0032,0.0013
沐浴;0.0015,0.0013,0.0026,0.0051,0.0046,0.0034,0.0013,0.0014,0.0012,0.0035,0.0012,0.0059,0.0014,0.0026,0.0072,0.0014,0.0101,0.0038
为时;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
喵;0.0078,0.0033,0.0026,0.0040,0.0046,0.0013,0.0013,0.0035,0.0167,0.0014,0.0025,0.0030,0.0119,0.0067,0.0023,0.0014,0.0039,0.0044
喷;0.0065,0.0172,0.0079,0.0237,0.0046,0.0113,0.0057,0.0061,0.0451,0.0088,0.0118,0.0059,0.0195,0.0277,0.0072,0.0089,0.0100,0.0118
教育部;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0044,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
Ella;0.0065,0.0013,0.0026,0.0063,0.0046,0.0043,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
习惯;0.1265,0.0161,0.0052,0.0051,0.0814,0.0172,0.0095,0.0123,0.0039,0.0075,0.0012,0.2874,0.0062,0.0042,0.0023,0.0122,0.0087,0.0107
富士康;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0150,0.0016,0.0013
中期;0.0101,0.0027,0.0026,0.0012,0.0046,0.0013,0.0186,0.0014,0.0051,0.0028,0.0025,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0026
心态;0.0035,0.0027,0.0026,0.0051,0.0456,0.0013,0.0057,0.0028,0.0075,0.0028,0.0025,0.0059,0.0028,0.0042,0.0023,0.0061,0.0039,0.0038
喧;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0061,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
二审;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0063,0.0013,0.0023,0.0028,0.0016,0.0026
财产;0.0028,0.0027,0.0026,0.0087,0.0046,0.0013,0.0026,0.0028,0.0012,0.0100,0.0012,0.0030,0.0260,0.0013,0.0148,0.0014,0.0016,0.0044
洞察;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
仙剑;0.0015,0.0013,0.0026,0.0108,0.0046,0.0013,0.0013,0.0014,0.0094,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
总共;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0042,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
活塞;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0100,0.0023,0.0014,0.0016,0.0013
输精管;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
坏处;0.0036,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0179,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
布阵;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0075,0.0014,0.0041,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
京城;0.0015,0.0044,0.0026,0.0075,0.0046,0.0043,0.0035,0.0047,0.0012,0.0149,0.0025,0.0030,0.0043,0.0013,0.0098,0.0035,0.0071,0.0013
谷歌;0.0015,0.0027,0.0077,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0830,0.0016,0.0056
白云;0.0015,0.0027,0.0026,0.0012,0.0090,0.0026,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0051,0.0013,0.0023,0.0014,0.0126,0.0013
微重力;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
喝;0.1507,0.0057,0.0131,0.0203,0.0316,0.0330,0.0095,0.3721,0.0075,0.0235,0.0065,0.5632,0.0596,0.0135,0.0808,0.0099,0.0182,0.0176
喜;0.0282,0.0115,0.0052,0.0075,0.0137,0.0056,0.0115,0.0036,0.0075,0.0075,0.0078,0.0030,0.0090,0.0146,0.0051,0.0047,0.0087,0.0082
象征性;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0013
喘;0.0015,0.0013,0.0026,0.0051,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0043,0.0013,0.0023,0.0035,0.0016,0.0013
史密斯;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0025,0.0030,0.0014,0.0109,0.0023,0.0035,0.0016,0.0026
喆;0.0015,0.0027,0.0026,0.0138,0.0090,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0076,0.0032,0.0050,0.0014,0.0016,0.0026
善;0.0028,0.0027,0.0077,0.0051,0.0226,0.0013,0.0044,0.0028,0.0031,0.0047,0.0041,0.0059,0.0105,0.0032,0.0319,0.0028,0.0032,0.0044
治标;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
坟地;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0028,0.0013,0.0660,0.0014,0.0016,0.0013
白事;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0073,0.0014,0.0016,0.0013
沉淀;0.0015,0.0013,0.0026,0.0024,0.0182,0.0013,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
驱车;0.0015,0.0101,0.0026,0.0012,0.0046,0.0013,0.0013,0.0035,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0039,0.0026
累计;0.0015,0.0027,0.0052,0.0012,0.0046,0.0013,0.0104,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0026,0.0023,0.0014,0.0016,0.0013
平衡;0.0050,0.0057,0.0026,0.0012,0.0046,0.0013,0.0082,0.0014,0.0146,0.0035,0.0098,0.0030,0.0043,0.0026,0.0023,0.0136,0.0016,0.0152
临时;0.0015,0.0027,0.0026,0.0024,0.0046,0.0013,0.0244,0.0014,0.0024,0.0035,0.0032,0.0030,0.0076,0.0100,0.0098,0.0028,0.0040,0.0095
啪;0.0101,0.0013,0.0052,0.0024,0.0046,0.0026,0.0035,0.0028,0.0075,0.0014,0.0025,0.0474,0.0043,0.0013,0.0050,0.0061,0.0071,0.0038
待机;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
百万;0.0050,0.0671,0.0184,0.0163,0.0090,0.0069,0.0195,0.0014,0.0198,0.0161,0.0089,0.0030,0.0469,0.0090,0.0122,0.0210,0.0087,0.0188
讲究;0.0217,0.0084,0.0026,0.0036,0.0090,0.0056,0.0013,0.0283,0.0031,0.0061,0.0041,0.0090,0.0028,0.0013,0.0050,0.0014,0.0016,0.0013
绿卡;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0045
诞生;0.0078,0.0115,0.0761,0.0051,0.0090,0.0093,0.0208,0.0061,0.0302,0.0047,0.0097,0.0030,0.0105,0.0178,0.0050,0.0297,0.0071,0.0038
索赔;0.0015,0.0027,0.0026,0.0041,0.0046,0.0013,0.0035,0.0014,0.0024,0.0035,0.0025,0.0030,0.0155,0.0026,0.0023,0.0099,0.0016,0.0069
座舱;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0041,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
主政;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
严查;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0143,0.0013,0.0023,0.0014,0.0016,0.0013
李荣浩;0.0015,0.0027,0.0026,0.0075,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
必得;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0120,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
识破;0.0028,0.0033,0.0026,0.0051,0.0046,0.0026,0.0035,0.0028,0.0024,0.0028,0.0012,0.0059,0.0105,0.0013,0.0050,0.0014,0.0016,0.0013
一汽;0.0015,0.0821,0.0026,0.0012,0.0046,0.0013,0.0256,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
文工团;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0053,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
师长;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0014,0.0012,0.0100,0.0130,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
啃;0.0065,0.0027,0.0026,0.0051,0.0046,0.0013,0.0026,0.0136,0.0024,0.0047,0.0025,0.0030,0.0105,0.0013,0.0098,0.0014,0.0016,0.0107
莱莱;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
回暖;0.0015,0.0027,0.0026,0.0012,0.0046,0.0026,0.0057,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
两栖;0.0015,0.0033,0.0105,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0151,0.0030,0.0028,0.0013,0.0023,0.0014,0.0032,0.0013
画画;0.0101,0.0027,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0025,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0026
商;0.0206,0.0101,0.0026,0.0226,0.0815,0.0034,0.0892,0.0047,0.0051,0.0123,0.0053,0.0059,0.0456,0.0123,0.0098,0.4398,0.0171,0.0259
财主;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0061,0.0032,0.0030,0.0014,0.0013,0.0195,0.0014,0.0016,0.0013
回春;0.0015,0.0013,0.0026,0.0012,0.0046,0.0043,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
维和;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0585,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0235
消亡;0.0015,0.0027,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0023,0.0061,0.0016,0.0013
KohTaoMarineLife;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
撞击;0.0015,0.0071,0.0655,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0028,0.0053,0.0030,0.0043,0.0026,0.0023,0.0014,0.0016,0.0044
唱;0.0035,0.0057,0.0027,0.2174,0.0137,0.0034,0.0082,0.0028,0.0039,0.0061,0.0088,0.0030,0.0221,0.0109,0.0098,0.0061,0.0100,0.0129
唬;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
唯;0.0028,0.0071,0.0026,0.0237,0.2181,0.0342,0.0070,0.0075,0.0075,0.0185,0.0206,0.0030,0.0076,0.0122,0.0023,0.0109,0.0183,0.0044
售;0.0028,0.1363,0.0026,0.0040,0.0046,0.0043,0.0151,0.0028,0.0039,0.0014,0.0206,0.0030,0.0235,0.0032,0.0072,0.0607,0.0032,0.0082
monGO;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0063,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
素质;0.0065,0.0013,0.0026,0.0041,0.0182,0.0013,0.0057,0.0014,0.0063,0.0014,0.0130,0.0030,0.0119,0.0068,0.0023,0.0028,0.0071,0.0013
癌变;0.0028,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0267,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
丹顶鹤;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
沉浸;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
一阵子;0.0015,0.0013,0.0026,0.0012,0.0137,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
从医;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
警营;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0014,0.0065,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
徐新;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
付出;0.0078,0.0013,0.0026,0.0087,0.0227,0.0026,0.0013,0.0028,0.0012,0.0035,0.0130,0.0030,0.0043,0.0080,0.0072,0.0014,0.0032,0.0056
DMLS;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
唐;0.0306,0.0278,0.0052,0.0173,0.0046,0.0043,0.0095,0.0028,0.0156,0.0555,0.0012,0.0059,0.0043,0.0067,0.0050,0.0047,0.0142,0.0038
英魂;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0166,0.0014,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
心律;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0089,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
心得;0.0154,0.0115,0.0026,0.0024,0.0046,0.0069,0.0045,0.0014,0.0566,0.0014,0.0025,0.0030,0.0043,0.0026,0.0023,0.0035,0.0039,0.0013
苍龙;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0041,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
瓦罐;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
个人所得税;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
唇;0.0078,0.0013,0.0026,0.0173,0.0182,0.0503,0.0013,0.0075,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0050,0.0014,0.0016,0.0044
TVB;0.0015,0.0013,0.0026,0.0256,0.0046,0.0013,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0032,0.0013
携带;0.0015,0.0013,0.0131,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0036,0.0151,0.0059,0.0063,0.0013,0.0023,0.0028,0.0055,0.0107
平行;0.0015,0.0277,0.0419,0.0012,0.0046,0.0034,0.0013,0.0014,0.0024,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
人间地狱;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
中档;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
人大代表;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
云层;0.0015,0.0013,0.0106,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
哥;0.0128,0.0370,0.0052,0.0750,0.0182,0.0194,0.0174,0.0150,0.0335,0.0136,0.0206,0.0120,0.0428,0.0692,0.0295,0.0211,0.0296,0.0353
下沉;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
哨;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0035,0.0012,0.0014,0.0041,0.0030,0.0014,0.0146,0.0023,0.0014,0.0032,0.0026
男生;0.1457,0.0013,0.0026,0.0107,0.0226,0.0734,0.0035,0.0047,0.0031,0.0014,0.0012,0.0207,0.0233,0.0026,0.0072,0.0014,0.0099,0.0056
哭;0.2096,0.0474,0.0131,0.1403,0.0817,0.0436,0.0138,0.0284,0.0420,0.0271,0.0259,0.0059,0.0689,0.0546,0.0391,0.0271,0.0480,0.0306
钢刀;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
UGG;0.0015,0.0013,0.0026,0.0012,0.0046,0.0034,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
哲;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0028,0.0100,0.0023,0.0014,0.0016,0.0013
彩民;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0032,0.0023,0.0014,0.0016,0.0013
产妇;0.1098,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0035,0.0012,0.0014,0.0012,0.0088,0.0076,0.0013,0.0024,0.0014,0.0016,0.0026
土布;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
浑圆;0.0015,0.0013,0.0026,0.0012,0.0046,0.0034,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
人均;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0070,0.0137,0.0012,0.0028,0.0025,0.0030,0.0063,0.0026,0.0023,0.0028,0.0142,0.0082
埃托奥;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
总务;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
商鞅;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0100,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
品;0.0035,0.0277,0.0026,0.0126,0.0271,0.2037,0.0151,0.0382,0.0051,0.0271,0.0041,0.0030,0.0090,0.0032,0.0099,0.0358,0.0170,0.0056
哄;0.0333,0.0027,0.0026,0.0040,0.0136,0.0013,0.0035,0.0035,0.0012,0.0061,0.0012,0.0030,0.0028,0.0013,0.0023,0.0047,0.0016,0.0013
张生;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
